dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,A1,A2,tot_kbps,label
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,2,3236,3362,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,4,60959458,3488,5563,0,0,0,5563,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,3,3362,6472832,0,1725,0,0,1725,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,2,3542,1172,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,4,60959458,3488,5563,0,0,0,5563,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,1,3668,54487798,0,3838,0,0,3838,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,3,3362,3236,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,2,3236,3362,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,2,3472,1172,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,2,3708,98992952,0,6384,0,0,6384,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,1,3492,1332,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,3,6472832,3362,1725,0,0,0,1725,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,2,3472,1172,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,1,3542,6470592,0,1725,0,0,1725,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,1,3472,1332,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,4,3362,3236,0,0,0,0,0,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,3,98996058,3488,6384,0,0,0,6384,1
9846,1,167772161,167772167,6002,6398132,13,242000000,13242000000,2,1910,0,0,0,0,1,1,3582,1332,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,1,3972,1312,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,2,910497206,3706,7165,0,0,0,7165,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,1,3952,1312,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,3,3520,3842,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,2,3590,3842,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,4,4094,143928808,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,1,3972,1402,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,4,371009240,4850,4811,0,0,0,4811,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,1,4400,83112694,0,2358,0,0,2358,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,2,4482,135461864,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,3,279389270,4514,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,1,3992,1492,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,4,3842,3520,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,2,3902,1492,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,4,631111346,5312,7165,0,0,0,7165,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,1,4224,143926620,0,0,0,0,0,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,3,4472,287897858,0,2452,0,0,2452,1
11635,1,167772161,167772168,135036,143948376,310,738000000,3.11E+11,2,1943,8641,9211306,288,0,1,2,3952,1472,0,0,0,0,0,1
11335,1,167772161,167772168,4777,5092282,10,711000000,10711000000,3,1790,0,0,0,0,1,3,3917,179671475,0,11699,0,0,11699,1
11335,1,167772161,167772168,4777,5092282,10,711000000,10711000000,3,1790,0,0,0,0,1,2,3921,121210720,0,6467,0,0,6467,1
11335,1,167772161,167772168,4777,5092282,10,711000000,10711000000,3,1790,0,0,0,0,1,3,3749,58460931,0,5232,0,0,5232,1
11335,1,167772161,167772168,4777,5092282,10,711000000,10711000000,3,1790,0,0,0,0,1,1,3733,1242,0,0,0,0,0,1
11335,1,167772161,167772168,4777,5092282,10,711000000,10711000000,3,1790,0,0,0,0,1,1,3963,125222472,0,3838,0,0,3838,1
11335,1,167772161,167772168,4777,5092282,10,711000000,10711000000,3,1790,0,0,0,0,1,4,3623,3343,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,4,4253,264851025,0,2565,0,0,2565,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,249913885,4211,4993,0,0,0,4993,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,3413,3665,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,4005,105986412,0,3838,0,0,3838,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,4463,304850503,0,7555,0,0,7555,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,3413,3665,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,801636169,3258,12685,0,0,0,12685,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,3665,3413,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,4117,143926620,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,4,536786293,4841,10120,0,0,0,10120,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,3865,1402,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,4,3735,3413,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,3795,1242,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,3885,1492,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,3413,3665,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,3845,1472,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,4,3735,3483,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,3775,1492,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,4211,249913885,0,4993,0,0,4993,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,4097,54937860,0,2561,0,0,2561,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,4,304850503,4463,7554,0,0,0,7554,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,3845,1402,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,4181,143926544,0,1155,0,0,1155,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,4,3917,143928631,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,4173,231937032,0,2564,0,0,2564,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,3570,1492,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,4841,536788377,0,10120,0,0,10120,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,3688,1492,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,264851025,4253,2565,0,0,0,2565,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,3413,3735,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,3865,1402,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,3775,1242,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,3483,3735,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,3795,1492,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,3845,1242,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,4,3665,3413,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,4,3665,3413,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,1,3795,1242,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,3,143928631,3917,0,0,0,0,0,1
11545,1,167772162,167772168,134994,143903604,320,756000000,3.21E+11,3,1943,4288,4571008,142,0,1,2,4291,120923796,0,2565,0,0,2565,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3759,1402,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,4,4127,262354351,0,2566,0,0,2566,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,635900509,2880,7236,0,0,0,7236,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3649,1242,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,3413,3609,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,3959,143928799,0,2108,0,0,2108,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,4,373549391,4463,4670,0,0,0,4670,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,143928799,3959,2108,0,0,0,2108,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3444,1242,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,3199,3539,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,4463,373549391,0,4670,0,0,4670,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,4223,229621834,0,2561,0,0,2561,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,3759,1402,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3413,3539,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,3413,3539,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3669,1492,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,262354351,4020,2566,0,0,0,2566,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3719,1242,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,4,3539,3413,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,3759,1402,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3649,1312,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3413,3609,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,4139,143926452,0,2108,0,0,2108,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,4,4020,262354351,0,2566,0,0,2566,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,3649,1242,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,4,373549391,4463,4670,0,0,0,4670,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,3719,1156,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,3669,1402,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,3539,3413,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,262354351,4127,2566,0,0,0,2566,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,4,3609,3413,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,3,4463,373549391,0,4670,0,0,4670,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,3649,1402,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,3669,1402,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,1,3546,1402,0,0,0,0,0,1
10146,1,167772161,167772167,134983,143891878,313,266000000,3.13E+11,2,1931,7570,8069620,252,0,1,2,4347,262352180,0,2566,0,0,2566,1
