dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,A1,A2,tot_kbps,label
11515,1,167772161,167772168,85676,91330616,190,726000000,1.91E+11,3,1943,13306,14184196,443,0,1,3,231187421,4169,7676,0,0,0,7676,0
11515,1,167772161,167772168,85676,91330616,190,726000000,1.91E+11,3,1943,13306,14184196,443,0,1,3,3413,3665,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,3959,144824155,0,7676,0,0,7676,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,3413,3665,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,4,3665,3413,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,3665,3413,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,4,161293091,4043,10271,0,0,0,10271,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,1,3795,1242,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,4043,161293091,0,10271,0,0,10271,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,1,3775,1242,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,4,4127,226233337,0,2587,0,0,2587,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,226233337,4127,2587,0,0,0,2587,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,4295,354583059,0,16577,0,0,16577,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,3413,3665,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,4,3917,143928631,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,4095,82306108,0,2587,0,0,2587,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,1,3885,1492,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,2,3472,1172,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,4,3465,147630566,0,6467,0,0,6467,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,2,3236,3432,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,1,3492,1332,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,1,273821796,1844,16188,0,0,0,16188,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,2,3472,1172,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,3,3698,126195328,0,9721,0,0,9721,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,3,3362,3236,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,3,3236,3362,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,3,144824155,3959,7676,0,0,0,7676,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,1,3492,1332,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,2,3688,1492,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,3,147630566,3572,6467,0,0,0,6467,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,1,3626,35262270,0,3839,0,0,3839,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,1,3472,1332,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,4,3362,3236,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,2,3792,147627460,0,6467,0,0,6467,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,3,147629524,3465,6467,0,0,0,6467,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,2,3472,1172,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,3,35264510,3446,3839,0,0,0,3839,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,2,3492,1422,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,2,3582,1332,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,3,226233337,4127,2587,0,0,0,2587,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,4,352967212,4766,6400,0,0,0,6400,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,2,3845,1402,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,3,3959,144824155,0,7676,0,0,7676,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,2,3413,3665,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,1,3885,1492,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,3,3665,3413,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,1,3570,1492,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,1,3795,1242,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,3,4043,161293091,0,10271,0,0,10271,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,1,3795,1402,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,4,4127,226233337,0,2587,0,0,2587,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,3,3413,3665,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,3,4295,354583059,0,16577,0,0,16577,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,3,3413,3665,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,4,3917,143928631,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,2,4095,82306108,0,2587,0,0,2587,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,2,3413,3665,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,4,354583059,4295,16578,0,0,0,16578,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,4,3665,3413,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,1,3795,1242,0,0,0,0,0,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,1,3929,16470178,0,2594,0,0,2594,0
11425,1,167772161,167772168,45304,48294064,100,716000000,1.01E+11,3,1943,13535,14428310,451,0,1,1,3775,1242,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,4,3665,3413,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,4288,74268156,0,2562,0,0,2562,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,1,3775,1492,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,3845,1402,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,3413,3665,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,1,3775,1242,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,143928631,3917,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,1,4047,143926620,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,4,3665,3413,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,580813093,2586,19164,0,0,0,19164,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,4,3665,3413,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,4047,193291210,0,6307,0,0,6307,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,5186,604242494,0,8969,0,0,8969,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,3972,1242,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,3590,3842,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,3842,3590,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,3520,3842,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,4,3842,3590,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,4358,143926544,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,3972,1312,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,3882,1312,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,3795,1402,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,883628354,3580,10251,0,0,0,10251,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,3747,1492,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,143928808,4094,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,3972,1402,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,4,3772,3520,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,4224,143926620,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,278700368,4360,3838,0,0,0,3838,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,3902,1492,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,3952,1242,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,4360,278700368,0,3838,0,0,3838,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,3952,1402,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,4,4514,279389200,0,1282,0,0,1282,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,4,4094,143928808,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,1,3582,1332,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,1,3879,48410560,0,3838,0,0,3838,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,4055,96412666,0,3838,0,0,3838,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,3,144824155,3959,7676,0,0,0,7676,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,1,3929,16470178,0,2594,0,0,2594,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,4,161293091,4043,10271,0,0,0,10271,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,3845,1402,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,279389200,4514,1282,0,0,0,1282,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,4482,135461864,0,1282,0,0,1282,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,3865,1562,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,4392,251275552,0,2568,0,0,2568,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,4,604240410,5186,8969,0,0,0,8969,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,3590,3842,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,3992,1492,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,3520,3772,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,2,3952,1472,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,4,3842,3590,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,3882,1492,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,4224,134772718,0,3838,0,0,3838,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,3,3590,3842,0,0,0,0,0,0
11425,1,167772162,167772168,90333,96294978,200,744000000,2.01E+11,3,1943,13534,14427244,451,0,1,2,3795,1492,0,0,0,0,0,0
11605,1,167772161,167772168,126395,134737070,280,734000000,2.81E+11,2,1943,13531,14424046,451,0,1,1,3972,1402,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,3845,1472,0,0,0,0,0,0
9906,1,167772161,167772167,32914,35086324,73,246000000,73246000000,2,1931,13385,14268410,446,0,1,2,3267,1172,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,4,3665,3413,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,4,3735,3413,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,1,3795,1242,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,3758,1492,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,1,4117,120379586,0,3838,0,0,3838,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,4215,241643304,0,2588,0,0,2588,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,3,5037,570606623,0,9018,0,0,9018,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,3795,1492,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,1,3865,1242,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,3,3483,3735,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,845183611,3496,11612,0,0,0,11612,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,4,4365,274580221,0,2594,0,0,2594,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,3413,3665,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,1,3775,1242,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,3865,1402,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,3,3665,3413,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,3,4547,328963495,0,6430,0,0,6430,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,1,3570,1492,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,4,570605557,5037,9018,0,0,0,9018,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,3413,3735,0,0,0,0,0,0
11305,1,167772162,167772168,36282,38676612,80,736000000,80736000000,2,1306,13536,14429376,451,0,1,4,3404,3236,0,0,0,0,0,0
11485,1,167772162,167772168,117399,125147334,260,750000000,2.61E+11,3,1943,13533,14426178,451,0,1,4,3665,3413,0,0,0,0,0,0
11485,1,167772162,167772168,117399,125147334,260,750000000,2.61E+11,3,1943,13533,14426178,451,0,1,1,3795,1242,0,0,0,0,0,0
11485,1,167772162,167772168,117399,125147334,260,750000000,2.61E+11,3,1943,13533,14426178,451,0,1,2,3688,1492,0,0,0,0,0,0
11485,1,167772162,167772168,117399,125147334,260,750000000,2.61E+11,3,1943,13533,14426178,451,0,1,3,3413,3665,0,0,0,0,0,0
11485,1,167772162,167772168,117399,125147334,260,750000000,2.61E+11,3,1943,13533,14426178,451,0,1,2,3413,3665,0,0,0,0,0,0
11485,1,167772162,167772168,117399,125147334,260,750000000,2.61E+11,3,1943,13533,14426178,451,0,1,4,4211,245551059,0,2580,0,0,2580,0
11305,1,167772162,167772168,36282,38676612,80,736000000,80736000000,2,1306,13536,14429376,451,0,1,1,3534,1172,0,0,0,0,0,0
11305,1,167772162,167772168,36282,38676612,80,736000000,80736000000,2,1306,13536,14429376,451,0,1,3,3236,3404,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,1,3845,1242,0,0,0,0,0,0
11305,1,167772162,167772168,36282,38676612,80,736000000,80736000000,2,1306,13536,14429376,451,0,1,2,3427,1422,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,4,3665,3413,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,3,264307059,4253,3838,0,0,0,3838,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,1,3885,1492,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,3,3413,3665,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,3,4253,264307059,0,3838,0,0,3838,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,3845,1402,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,2,4251,143926544,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,3,3413,3665,0,0,0,0,0,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,4,328963495,4547,6430,0,0,0,6430,0
11575,1,167772161,167772168,112864,120313024,250,732000000,2.51E+11,2,1943,13537,14430442,451,0,1,1,4139,64657678,0,2591,0,0,2591,0
11305,1,167772162,167772168,36282,38676612,80,736000000,80736000000,2,1306,13536,14429376,451,0,1,4,3404,3236,0,0,0,0,0,0
11455,1,167772162,167772168,103866,110721156,230,747000000,2.31E+11,3,1943,13533,14426178,451,0,1,1,3775,1492,0,0,0,0,0,0
